edad,salario,experiencia,antiguedad_empresa,departamento,tipo_contrato,horas_trabajo,satisfaccion_laboral,balance_trabajo_vida,promociones,distancia_trabajo,comentarios_empleado,renuncia,employee_id,employee_name,risk_score,risk_level,recommendation
32,2338,8,4,logistica,fijo,41,4,1,1,32,estoy satisfecho con las condiciones laborales,0,6894,N/A,0.40971932775023745,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
55,3233,31,20,rrhh,temporal,43,3,2,2,43,"el ambiente es regular, podria mejorar",0,6895,N/A,0.4064520288289964,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
32,1246,10,7,finanzas,fijo,55,2,2,1,21,no confio en la direccion de la empresa,1,6896,N/A,0.7790039474519708,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
22,646,0,0,ti,fijo,40,2,1,0,35,el ambiente de oficina es tenso y siento que no hay crecimiento profesional,0,6897,N/A,0.8284273528170534,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
46,3418,28,17,rrhh,fijo,50,3,1,1,12,estoy satisfecho con mi equipo,1,6898,N/A,0.6466789998514002,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
36,2336,12,3,finanzas,fijo,33,5,4,2,41,la empresa valora a sus empleados,0,6899,N/A,0.37550322268128067,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
27,1015,5,3,produccion,fijo,54,3,5,3,13,tengo oportunidades limitadas para crecer y me siento muy estresado por la carga laboral,1,6900,N/A,0.544673500744502,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
29,1568,8,7,finanzas,temporal,38,4,3,0,41,siento estabilidad en mi trabajo,1,6901,N/A,0.6332182649666597,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
21,1629,0,0,produccion,fijo,32,4,2,0,42,la empresa valora a sus empleados y siento que no hay crecimiento profesional,1,6902,N/A,0.5433184390931273,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
48,2813,25,21,finanzas,temporal,32,3,2,3,14,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0,6903,N/A,0.3768972480298537,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
35,2817,17,8,produccion,fijo,32,3,1,4,32,el trabajo es aceptable,1,6904,N/A,0.5916188184074548,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
33,1760,8,8,ti,fijo,36,5,2,4,2,me gusta el ambiente laboral,0,6905,N/A,0.24030067417933457,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
57,3604,33,6,ti,fijo,30,4,5,4,6,trabajo en proyectos que me interesan,1,6906,N/A,0.4022348509737427,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
53,3207,28,18,ventas,fijo,42,5,4,3,45,me gusta el ambiente laboral,0,6907,N/A,0.209012073822172,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
42,1799,19,0,ti,temporal,33,2,4,0,48,mi jefe no apoya mi desarrollo profesional,0,6908,N/A,0.3228448780180534,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
40,2206,20,4,finanzas,fijo,54,3,1,1,39,hay cosas buenas y malas y me siento muy estresado por la carga laboral,1,6909,N/A,0.7005550213152254,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
29,1915,7,5,logistica,fijo,41,4,1,4,40,el liderazgo de mi equipo es excelente,0,6910,N/A,0.42396213436415325,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
51,3604,30,11,rrhh,fijo,37,5,3,4,4,disfruto trabajar en esta empresa,0,6911,N/A,0.17878758206638193,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
53,2182,26,11,produccion,fijo,48,3,5,3,25,"a veces me siento motivado, a veces no",0,6912,N/A,0.3348896911455739,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
54,3605,36,13,ti,temporal,53,3,2,1,36,mi desarrollo profesional es constante,1,6913,N/A,0.6968064522736873,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
20,1234,0,0,rrhh,fijo,35,3,1,0,1,estoy orgulloso de lo que hacemos,0,6914,N/A,0.42592673840708106,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
26,1623,8,6,logistica,fijo,39,4,3,4,49,la empresa valora a sus empleados,0,6915,N/A,0.3694653571357593,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
35,1975,13,11,produccion,fijo,42,2,4,0,0,el trabajo es estresante y agotador y siento que no hay crecimiento profesional,0,6916,N/A,0.24176757421280753,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
60,3992,40,15,produccion,temporal,59,2,2,4,3,no hay reconocimiento al esfuerzo y me siento muy estresado por la carga laboral,1,6917,N/A,0.8133805372969322,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
52,2860,32,1,produccion,fijo,56,1,4,1,27,siento que mis habilidades no se aprovechan y me siento muy estresado por la carga laboral,0,6918,N/A,0.5187938638843408,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
51,2569,21,16,ti,fijo,32,3,4,3,41,mi experiencia es promedio,0,6919,N/A,0.272255413460029,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
58,3074,39,30,produccion,fijo,57,3,5,0,9,hay cosas buenas y malas y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1,6920,N/A,0.6964841740964296,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
31,1648,10,3,ventas,temporal,38,3,1,2,14,mi equipo y mi jefe me apoyan mucho,1,6921,N/A,0.6850334231657668,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
21,1875,1,1,logistica,fijo,39,3,1,1,17,el trabajo cumple con lo esperado,0,6922,N/A,0.27348604229226886,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
46,2280,26,13,logistica,temporal,42,2,1,0,45,estoy muy insatisfecho con mi trabajo,1,6923,N/A,0.7511065242035201,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
58,3754,28,27,ti,fijo,45,5,4,4,38,siento estabilidad en mi trabajo,0,6924,N/A,0.2820843705692319,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
32,1915,12,11,logistica,fijo,52,4,3,3,11,hay un buen ambiente de colaboracion,1,6925,N/A,0.5249259753860083,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
45,2470,22,11,rrhh,fijo,37,4,5,1,7,me gusta el ambiente laboral,1,6926,N/A,0.40990298071866266,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
59,2072,30,12,ventas,fijo,55,4,5,4,41,me siento reconocido por mis esfuerzos,1,6927,N/A,0.605931551288434,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
33,2055,8,5,ventas,temporal,40,3,4,0,0,"el equipo es bueno, pero la gestion necesita mejorar",0,6928,N/A,0.5440821959350486,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
29,1435,5,1,ti,fijo,31,2,1,0,34,estoy muy insatisfecho con mi trabajo,1,6929,N/A,0.7731677900219233,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
22,1408,4,4,logistica,fijo,58,2,3,4,5,no tengo motivacion para seguir en este trabajo y me siento muy estresado por la carga laboral,0,6930,N/A,0.2681530438370969,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
51,2868,26,14,produccion,temporal,48,2,1,0,45,no me siento valorado en la empresa,1,6931,N/A,0.7644292072897727,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
59,3381,34,3,ventas,fijo,58,2,5,2,15,no recibo retroalimentacion suficiente y me siento muy estresado por la carga laboral,0,6932,N/A,0.2977090656336702,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
18,771,0,0,finanzas,fijo,52,1,3,0,20,siento que mi esfuerzo no se reconoce y siento que no hay crecimiento profesional,1,6933,N/A,0.6916911858200323,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
56,3136,35,32,rrhh,fijo,31,3,2,2,12,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0,6934,N/A,0.354941053123494,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
49,3834,31,13,finanzas,temporal,35,3,2,2,5,cumplo mis funciones sin mayor inconveniente,0,6935,N/A,0.46133226862441545,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
43,1693,22,8,ti,fijo,45,5,4,3,38,estoy motivado y satisfecho con mis proyectos,1,6936,N/A,0.38582402364740354,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
34,2052,16,5,ventas,temporal,45,4,2,1,28,no hay reconocimiento al esfuerzo,0,6937,N/A,0.36677114097256347,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
44,2404,18,15,produccion,temporal,36,4,5,3,1,el ambiente laboral es muy malo,0,6938,N/A,0.19760976942415284,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
41,1053,18,10,logistica,fijo,40,5,5,4,48,disfruto trabajar en esta empresa,0,6939,N/A,0.27628811060382363,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
52,1820,31,20,produccion,fijo,56,3,2,2,3,disfruto trabajar en esta empresa,0,6940,N/A,0.6238408341414395,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
59,2010,33,26,ventas,temporal,45,3,4,3,19,el trabajo cumple con lo esperado,0,6941,N/A,0.4852105783937294,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
56,1954,29,22,ventas,fijo,35,2,4,0,48,me siento estancado profesionalmente,0,6942,N/A,0.5193387452937718,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
43,2507,22,10,produccion,temporal,34,4,3,1,7,hay un buen ambiente de colaboracion,1,6943,N/A,0.2903535717065507,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
55,2420,34,25,rrhh,fijo,38,5,2,2,1,me siento reconocido por mis esfuerzos,0,6944,N/A,0.2860875517894307,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
40,2983,17,13,ti,fijo,32,2,2,1,3,el ambiente laboral es muy malo,0,6945,N/A,0.5907249912995577,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
39,2199,18,0,rrhh,fijo,50,2,5,0,40,la carga de trabajo es abrumadora,0,6946,N/A,0.38526327294225937,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
21,1657,3,2,produccion,fijo,58,3,2,1,38,siento que algunos procesos son confusos y me siento muy estresado por la carga laboral,1,6947,N/A,0.6913067277893958,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
26,1922,5,5,ti,fijo,50,3,1,2,17,trabajo en proyectos que me interesan,1,6948,N/A,0.5914040073075514,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
21,498,0,0,ti,fijo,37,3,4,0,45,el ambiente de oficina es tenso ademas considero que el salario es bajo,0,6949,N/A,0.39374691339811013,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
24,1335,0,0,produccion,fijo,37,2,4,0,32,mi jefe no apoya mi desarrollo profesional,1,6950,N/A,0.65508881657353,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
40,970,12,7,produccion,fijo,46,3,3,0,9,"algunas tareas son interesantes, otras no tanto ademas considero que el salario es bajo",1,6951,N/A,0.6528716501385584,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
19,661,0,0,ventas,fijo,59,2,2,0,38,no hay reconocimiento al esfuerzo,1,6952,N/A,0.9561512112192369,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
41,1084,15,1,ventas,fijo,35,2,4,0,17,el liderazgo es deficiente y siento que no hay crecimiento profesional,1,6953,N/A,0.7123185271818622,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
57,3993,34,3,ventas,fijo,41,3,2,3,18,"el equipo es bueno, pero la gestion necesita mejorar",0,6954,N/A,0.3705847680810918,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
48,2984,27,21,produccion,fijo,35,4,5,0,30,trabajo en proyectos que me interesan,0,6955,N/A,0.20482338482623347,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
48,1968,22,13,rrhh,temporal,44,3,4,0,44,"a veces me siento motivado, a veces no y siento que no hay crecimiento profesional",0,6956,N/A,0.4894560991039988,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
57,3505,33,7,ti,fijo,40,3,2,1,14,hay cosas buenas y malas,0,6957,N/A,0.35487317676396135,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
60,3459,35,15,logistica,temporal,39,3,2,0,38,la empresa tiene potencial de mejora,1,6958,N/A,0.528842939094126,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
51,2338,30,0,rrhh,fijo,58,2,3,0,33,no tengo motivacion para seguir en este trabajo,1,6959,N/A,0.6717786433252186,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
41,2117,22,0,finanzas,fijo,31,2,4,0,19,mi jefe no apoya mi desarrollo profesional,0,6960,N/A,0.3778285568136562,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
43,2828,24,9,rrhh,fijo,50,4,1,4,31,estoy satisfecho con mi equipo,0,6961,N/A,0.24163553416138364,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
33,1339,11,1,finanzas,fijo,58,2,4,1,27,siento que mi esfuerzo no se reconoce y me siento muy estresado por la carga laboral,1,6962,N/A,0.6401342166787181,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
30,913,3,0,finanzas,temporal,35,3,5,0,25,siento que mi esfuerzo no siempre se reconoce ademas considero que el salario es bajo y siento que no hay crecimiento profesional,1,6963,N/A,0.7058533829080059,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
32,1966,13,11,ti,fijo,48,5,2,4,38,mi equipo y mi jefe me apoyan mucho,1,6964,N/A,0.6503200572961872,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
44,2598,20,3,ti,fijo,46,2,4,0,37,no hay oportunidades de crecimiento y siento que no hay crecimiento profesional,0,6965,N/A,0.4580443111832244,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
21,886,2,2,logistica,fijo,38,3,2,0,17,"estoy aprendiendo cosas nuevas, pero hay desafios y siento que no hay crecimiento profesional",1,6966,N/A,0.7468148308524502,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
33,2247,5,2,finanzas,fijo,31,4,3,2,45,tengo un equilibrio razonable entre trabajo y vida,1,6967,N/A,0.6497286099978663,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
47,2454,29,26,produccion,temporal,33,4,3,2,10,hay estabilidad pero falta innovacion,0,6968,N/A,0.19783831538349692,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
47,2910,23,0,finanzas,temporal,54,1,4,0,42,estoy motivado y satisfecho con mis proyectos y siento que no hay crecimiento profesional,1,6969,N/A,0.5883514876018334,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
53,3580,29,0,ventas,temporal,38,2,3,0,9,me siento sobrecargado y desmotivado,0,6970,N/A,0.2797286313581605,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
20,1975,0,0,ti,temporal,37,3,2,0,1,siento que mis habilidades no se aprovechan,0,6971,N/A,0.32981337631213553,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
39,2396,16,8,rrhh,fijo,59,4,5,3,34,estoy satisfecho con las condiciones laborales,0,6972,N/A,0.403978665304221,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
39,1692,21,19,ti,temporal,33,4,4,1,41,me gusta el ambiente laboral,0,6973,N/A,0.3174838632385383,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
29,2145,4,4,produccion,temporal,30,2,5,1,32,"el equipo es bueno, pero la gestion necesita mejorar",1,6974,N/A,0.6694074835838824,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
38,1784,13,10,ventas,fijo,40,3,3,2,47,"algunas tareas son interesantes, otras no tanto",0,6975,N/A,0.3277712492312961,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
21,709,0,0,logistica,temporal,40,1,3,0,13,me siento estancado profesionalmente,1,6976,N/A,0.7465268590344858,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
48,3465,23,18,produccion,fijo,36,4,2,4,8,el liderazgo de mi equipo es excelente,0,6977,N/A,0.21532961576692203,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
48,3514,29,20,rrhh,fijo,47,5,4,3,6,estoy motivado y satisfecho con mis proyectos,1,6978,N/A,0.39255643799279466,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
40,1943,22,16,ti,fijo,37,5,4,2,22,estoy contento con mi trabajo,0,6979,N/A,0.3265251221815748,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
37,3098,18,2,rrhh,temporal,59,3,1,1,6,el trabajo cumple con lo esperado,1,6980,N/A,0.5728062021387572,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
32,2345,12,3,ventas,fijo,44,3,2,1,0,mi experiencia es promedio,1,6981,N/A,0.5418159032487068,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
40,2439,20,12,rrhh,fijo,55,2,4,3,19,estoy muy insatisfecho con mi trabajo,0,6982,N/A,0.433367726734748,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
45,2324,23,21,finanzas,temporal,39,4,5,1,45,estoy contento con mi trabajo,0,6983,N/A,0.3063997251850529,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
33,1764,8,8,ventas,temporal,43,3,3,1,39,"estoy aprendiendo cosas nuevas, pero hay desafios",0,6984,N/A,0.34370231051864436,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
54,3258,29,18,produccion,fijo,56,3,5,1,34,mi experiencia es promedio,1,6985,N/A,0.5609587491672858,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
38,2944,19,19,produccion,temporal,31,4,3,4,37,estoy satisfecho con las condiciones laborales,0,6986,N/A,0.25584759167588556,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
32,1935,8,4,logistica,fijo,39,5,2,2,46,hay buenas oportunidades de aprendizaje,1,6987,N/A,0.663461193954856,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
34,2099,13,7,rrhh,temporal,48,3,4,3,46,siento que algunos procesos son confusos,0,6988,N/A,0.31799756115788147,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
54,1869,32,31,ventas,fijo,44,5,3,2,7,siento estabilidad en mi trabajo,0,6989,N/A,0.2545644288201076,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
30,1027,6,0,rrhh,fijo,51,2,2,0,30,el trabajo es estresante y agotador,1,6990,N/A,0.9064539344450004,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
36,1747,13,2,finanzas,fijo,49,4,5,1,18,la carga de trabajo es abrumadora,0,6991,N/A,0.45008546372232083,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
47,1898,29,18,ventas,fijo,31,3,3,1,4,mi equipo y mi jefe me apoyan mucho,0,6992,N/A,0.29010962252020683,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
35,1594,11,6,ti,fijo,46,4,4,2,44,la cultura de la empresa es positiva,1,6993,N/A,0.5232133988243833,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
31,1835,10,8,produccion,fijo,32,4,5,0,33,mi desarrollo profesional es constante,0,6994,N/A,0.5595389785800298,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
53,2203,34,32,rrhh,fijo,33,3,2,0,43,aprecio el apoyo de mis colegas pero no siempre de mi jefe,1,6995,N/A,0.7041789064652335,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
53,4000,30,16,finanzas,fijo,54,3,5,2,15,siento que algunos procesos son confusos y me siento muy estresado por la carga laboral,1,6996,N/A,0.5812016748942651,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
37,2797,18,13,produccion,fijo,54,1,3,1,6,siento que mis habilidades no se aprovechan y me siento muy estresado por la carga laboral,0,6997,N/A,0.2982454732053582,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
36,2173,17,11,ventas,fijo,34,3,1,3,40,no tengo motivacion para seguir en este trabajo,1,6998,N/A,0.5564401501544146,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
24,2118,6,1,logistica,fijo,41,2,1,0,20,me siento estancado profesionalmente,0,6999,N/A,0.6138094693794182,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
21,1120,3,1,produccion,temporal,50,3,4,1,43,hay cosas buenas y malas,0,7000,N/A,0.2982799206929712,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
51,3606,27,2,produccion,temporal,52,4,2,2,24,hay un buen ambiente de colaboracion y me siento muy estresado por la carga laboral,1,7001,N/A,0.707911406560233,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
19,1647,0,0,ti,temporal,53,3,4,0,46,estoy motivado y satisfecho con mis proyectos,0,7002,N/A,0.4675195598063419,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
22,1296,2,2,ti,temporal,48,2,3,1,44,no confio en la direccion de la empresa,0,7003,N/A,0.307737144594966,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
27,2205,8,7,finanzas,temporal,60,3,2,2,1,cumplo mis funciones sin mayor inconveniente y me siento muy estresado por la carga laboral,1,7004,N/A,0.8116062894624966,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
49,2345,29,4,finanzas,fijo,41,3,1,4,7,mi experiencia es promedio,1,7005,N/A,0.6185489424464196,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
59,1889,41,34,logistica,temporal,34,3,5,2,18,hay buenas oportunidades de aprendizaje,0,7006,N/A,0.1860420016335994,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
58,3834,34,13,rrhh,temporal,52,2,5,1,41,los recursos para trabajar son insuficientes,0,7007,N/A,0.3441099602310921,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
30,2304,11,7,logistica,fijo,44,3,3,2,36,siento que algunos procesos son confusos,0,7008,N/A,0.33239950736586515,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
56,4000,38,36,ti,fijo,56,2,3,0,18,estoy muy insatisfecho con mi trabajo y me siento muy estresado por la carga laboral,0,7009,N/A,0.2973620114328965,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
22,1894,0,0,logistica,fijo,47,2,2,0,0,el liderazgo es deficiente,0,7010,N/A,0.4066497936662737,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
27,1736,1,0,ventas,temporal,54,3,1,0,27,"el ambiente es regular, podria mejorar y me siento muy estresado por la carga laboral",1,7011,N/A,0.8160352555447552,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
27,1282,5,1,logistica,fijo,48,2,5,0,39,la carga de trabajo es abrumadora,0,7012,N/A,0.43243660502050496,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
55,3080,33,8,rrhh,fijo,52,4,2,2,13,disfruto trabajar en esta empresa,0,7013,N/A,0.42203728070984264,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
44,2121,23,17,ventas,fijo,57,2,2,3,22,siento que mi trabajo no tiene impacto,1,7014,N/A,0.5979093241660365,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
38,1645,19,1,ti,temporal,54,1,2,0,7,siento que mi esfuerzo no se reconoce,1,7015,N/A,0.7799061477395567,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
25,1153,1,1,ventas,temporal,54,3,4,1,34,cumplo mis funciones sin mayor inconveniente y me siento muy estresado por la carga laboral,0,7016,N/A,0.32227824844533637,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
18,1151,0,0,ventas,temporal,32,2,2,0,30,los recursos para trabajar son insuficientes,1,7017,N/A,0.8876781032536345,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
45,3944,27,18,ti,temporal,31,3,2,0,22,el liderazgo es deficiente y siento que no hay crecimiento profesional,0,7018,N/A,0.28927336455657443,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
56,2898,35,34,ti,fijo,40,5,2,4,45,mi desarrollo profesional es constante,0,7019,N/A,0.23235892334285752,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
31,1594,11,9,produccion,fijo,43,4,2,3,6,me siento reconocido por mis esfuerzos,0,7020,N/A,0.5075244866789581,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
38,2292,19,17,ventas,fijo,50,4,4,2,1,estoy orgulloso de lo que hacemos,0,7021,N/A,0.2528566517024452,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
47,2195,27,13,rrhh,fijo,34,4,3,1,18,siento que crezco profesionalmente,0,7022,N/A,0.30502148039097304,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
38,1848,14,12,logistica,fijo,59,1,4,1,27,la cultura de la empresa es positiva,0,7023,N/A,0.3743670905098781,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
26,1944,2,0,finanzas,temporal,42,3,2,0,37,hay cosas buenas y malas,0,7024,N/A,0.4711464854307232,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
34,2184,7,3,logistica,temporal,37,3,3,2,35,"a veces me siento motivado, a veces no",0,7025,N/A,0.3995866719393658,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
22,2073,4,2,produccion,fijo,35,3,4,0,32,"algunas tareas son interesantes, otras no tanto",1,7026,N/A,0.5867235397349841,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
48,2452,27,20,logistica,fijo,41,4,1,0,17,mi equipo y mi jefe me apoyan mucho y siento que no hay crecimiento profesional,1,7027,N/A,0.7004068477831327,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
57,2902,28,22,finanzas,temporal,36,4,1,0,37,siento estabilidad en mi trabajo,1,7028,N/A,0.7517994702732504,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
