edad,salario,experiencia,antiguedad_empresa,departamento,tipo_contrato,horas_trabajo,satisfaccion_laboral,balance_trabajo_vida,promociones,distancia_trabajo,comentarios_empleado,renuncia
42,2208,13,2,ventas,temporal,51,4,1,2,22,trabajo en proyectos que me interesan y me siento muy estresado por la carga laboral,1
38,2048,15,6,rrhh,fijo,45,5,5,3,3,estoy orgulloso de lo que hacemos,1
34,2098,10,8,finanzas,fijo,36,2,3,1,35,estoy muy insatisfecho con mi trabajo,0
40,1475,20,2,finanzas,fijo,44,5,2,2,31,me gusta el ambiente laboral,0
60,3424,32,0,finanzas,fijo,42,3,5,0,46,"estoy aprendiendo cosas nuevas, pero hay desafios y siento que no hay crecimiento profesional",1
34,2402,10,1,produccion,fijo,46,4,4,0,12,estoy orgulloso de lo que hacemos,1
31,1775,6,6,ti,temporal,47,5,2,2,36,mi equipo y mi jefe me apoyan mucho,1
46,2509,25,10,ti,fijo,47,4,4,0,14,estoy contento con mi trabajo,0
37,2703,15,7,rrhh,fijo,46,2,2,1,20,el ambiente de oficina es tenso,1
47,2140,29,15,ti,temporal,32,4,2,4,38,siento que crezco profesionalmente,1
36,1356,7,6,ti,fijo,41,4,3,0,13,hay buenas oportunidades de aprendizaje,1
56,3059,35,34,finanzas,fijo,35,3,1,1,43,hay tareas repetitivas que no disfruto,1
30,2118,10,7,finanzas,fijo,41,3,3,1,5,la empresa tiene potencial de mejora,1
35,1656,17,6,produccion,fijo,40,5,3,3,22,estoy satisfecho con mi equipo,0
40,2515,16,2,ti,fijo,38,2,5,0,38,siento que mi esfuerzo no se reconoce,1
50,2365,27,6,produccion,fijo,48,3,3,2,33,"estoy aprendiendo cosas nuevas, pero hay desafios",1
56,4000,35,32,logistica,fijo,57,2,2,0,44,siento que mis habilidades no se aprovechan,1
57,2199,39,36,ventas,fijo,60,2,4,3,18,siento que mi trabajo no tiene impacto,1
35,1555,16,2,logistica,fijo,48,2,5,1,30,el trabajo es estresante y agotador,0
26,660,3,1,rrhh,fijo,31,3,2,0,30,cumplo mis funciones sin mayor inconveniente ademas considero que el salario es bajo y siento que no hay crecimiento profesional,0
50,2837,28,28,rrhh,fijo,42,3,4,4,18,siento que algunos procesos son confusos,1
49,3043,28,18,ventas,fijo,47,5,4,2,14,hay tareas repetitivas que no disfruto,0
34,2563,14,9,rrhh,temporal,52,1,5,0,31,estoy orgulloso de lo que hacemos,1
36,2051,17,3,ti,fijo,33,5,3,2,21,el trabajo cumple con lo esperado,0
44,2717,20,12,logistica,fijo,51,2,5,0,48,mi equipo y mi jefe me apoyan mucho y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,0
23,1572,5,4,produccion,fijo,53,3,5,2,45,siento que mi esfuerzo no siempre se reconoce y me siento muy estresado por la carga laboral,0
52,3316,31,0,ti,fijo,43,4,5,0,24,no tengo motivacion para seguir en este trabajo,0
54,3382,34,3,rrhh,fijo,43,2,4,0,4,no hay reconocimiento al esfuerzo,1
51,2008,27,8,logistica,fijo,34,4,3,1,21,trabajo en proyectos que me interesan,1
37,2736,14,0,ti,temporal,58,1,1,0,32,hay buenas oportunidades de aprendizaje y siento que no hay crecimiento profesional,0
42,2585,18,10,rrhh,fijo,48,2,4,1,50,la carga de trabajo es abrumadora,0
21,1264,0,0,produccion,fijo,31,3,5,0,13,el ambiente laboral es muy malo,1
27,2013,9,6,rrhh,fijo,45,3,4,0,40,siento que algunos procesos son confusos,0
27,2080,6,0,ventas,temporal,60,1,2,0,17,los recursos para trabajar son insuficientes y siento que no hay crecimiento profesional,0
41,2758,23,6,rrhh,fijo,35,4,3,0,29,"estoy aprendiendo cosas nuevas, pero hay desafios",0
38,2109,13,12,ventas,fijo,40,5,1,4,34,el liderazgo de mi equipo es excelente,0
28,1815,5,0,produccion,temporal,41,2,3,0,21,el liderazgo de mi equipo es excelente y siento que no hay crecimiento profesional,1
44,1962,21,18,rrhh,fijo,53,3,2,0,31,la empresa tiene potencial de mejora y me siento muy estresado por la carga laboral,1
33,1962,13,0,produccion,fijo,42,3,1,0,18,"el ambiente es regular, podria mejorar y siento que no hay crecimiento profesional",1
43,2064,16,12,finanzas,fijo,56,2,4,3,44,estoy muy insatisfecho con mi trabajo,0
47,2802,29,16,finanzas,fijo,58,3,1,0,26,el trabajo es aceptable y me siento muy estresado por la carga laboral,1
33,2924,14,1,rrhh,temporal,39,2,5,1,32,el liderazgo es deficiente,1
24,1762,3,0,finanzas,fijo,43,2,2,0,4,hay un buen ambiente de colaboracion,1
33,2903,14,4,logistica,fijo,33,4,5,2,9,me siento reconocido por mis esfuerzos,0
52,2643,28,19,ti,fijo,31,4,2,1,42,mi experiencia es promedio,1
33,2093,13,1,ti,fijo,48,2,4,1,6,me siento sobrecargado y desmotivado,1
57,3835,39,8,ventas,fijo,48,3,4,2,10,"a veces me siento motivado, a veces no",1
29,1383,11,2,finanzas,temporal,44,4,5,1,15,hay falta de comunicacion en el equipo,0
52,2825,28,7,ventas,temporal,38,4,2,0,48,"estoy aprendiendo cosas nuevas, pero hay desafios y siento que no hay crecimiento profesional",1
38,3110,20,11,finanzas,fijo,55,3,2,0,30,no me siento valorado en la empresa,0
60,3248,42,16,ti,fijo,33,5,4,2,49,el liderazgo de mi equipo es excelente,1
53,2265,27,11,finanzas,fijo,51,2,3,4,17,me siento estancado profesionalmente,0
34,2101,14,14,ti,temporal,42,5,5,3,27,me siento parte de un buen equipo,0
49,2843,25,4,ti,fijo,38,2,5,1,41,me siento estancado profesionalmente,0
58,4000,35,33,produccion,temporal,41,2,2,1,26,hay falta de comunicacion en el equipo,1
23,1254,2,1,ti,fijo,43,4,1,1,3,mi equipo y mi jefe me apoyan mucho,1
41,1941,20,2,ti,fijo,55,2,4,1,16,el ambiente laboral es muy malo,1
44,1484,23,4,ventas,fijo,53,3,4,2,1,el equilibrio entre trabajo y vida es justo,0
37,2246,19,1,finanzas,fijo,58,2,3,0,29,no tengo motivacion para seguir en este trabajo,1
42,2261,18,8,rrhh,fijo,41,3,1,2,49,la empresa tiene potencial de mejora,0
19,1757,0,0,logistica,temporal,54,1,1,0,10,siento que mi esfuerzo no se reconoce y siento que no hay crecimiento profesional,0
26,2032,7,7,rrhh,fijo,51,3,1,4,32,estoy contento con mi trabajo y me siento muy estresado por la carga laboral,0
45,1452,24,4,ti,fijo,59,3,3,0,30,"no es el mejor trabajo, pero tampoco el peor",0
55,2827,32,26,finanzas,fijo,42,3,4,4,47,siento que algunos procesos son confusos,1
20,815,0,0,produccion,temporal,47,3,1,0,20,aprecio el apoyo de mis colegas pero no siempre de mi jefe ademas considero que el salario es bajo,0
37,2088,18,16,rrhh,fijo,34,3,4,4,36,el trabajo cumple con lo esperado,0
23,719,0,0,ventas,temporal,55,1,4,0,27,siento que mi esfuerzo no se reconoce,1
56,3826,32,19,ventas,fijo,48,4,3,4,5,me siento reconocido por mis esfuerzos,0
50,3409,28,14,ventas,fijo,32,4,4,1,44,siento que crezco profesionalmente,0
18,1959,0,0,produccion,fijo,55,3,2,0,42,"a veces me siento motivado, a veces no y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional",1
54,3274,35,1,produccion,fijo,57,1,4,0,20,hay falta de comunicacion en el equipo y siento que no hay crecimiento profesional,1
23,1062,0,0,produccion,fijo,46,2,2,0,45,no recibo retroalimentacion suficiente,1
51,1798,31,22,finanzas,temporal,56,2,1,3,25,no confio en la direccion de la empresa,1
32,2314,10,1,finanzas,fijo,49,2,2,0,6,el ambiente de oficina es tenso,0
43,2050,25,10,logistica,fijo,58,3,1,0,40,"el equipo es bueno, pero la gestion necesita mejorar y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional",1
31,1362,11,11,finanzas,temporal,36,3,2,1,8,siento que algunos procesos son confusos,0
24,1093,3,2,logistica,fijo,32,5,2,2,25,siento que crezco profesionalmente,0
48,2976,21,2,produccion,fijo,36,5,1,2,48,me siento estancado profesionalmente,0
41,2065,22,9,rrhh,fijo,35,4,3,4,37,siento que crezco profesionalmente,0
48,2038,30,23,logistica,fijo,43,5,4,2,6,hay buenas oportunidades de aprendizaje,0
46,2563,23,1,rrhh,temporal,57,3,2,1,41,"a veces me siento motivado, a veces no y me siento muy estresado por la carga laboral",1
59,2071,38,0,logistica,fijo,30,2,5,0,27,no hay oportunidades de crecimiento,1
49,3238,31,5,rrhh,fijo,43,5,3,3,36,estoy motivado y satisfecho con mis proyectos,0
34,2362,16,5,logistica,fijo,50,4,4,1,1,me siento parte de un buen equipo,0
31,2035,11,10,finanzas,fijo,56,3,3,1,7,"el equipo es bueno, pero la gestion necesita mejorar y me siento muy estresado por la carga laboral",0
57,4000,36,15,finanzas,fijo,51,4,3,4,0,estoy contento con mi trabajo,0
53,2909,26,0,rrhh,fijo,40,4,1,0,22,hay buenas oportunidades de aprendizaje y siento que no hay crecimiento profesional,0
41,1732,23,4,produccion,fijo,38,3,5,3,44,siento que mi esfuerzo no siempre se reconoce,0
44,3134,21,9,logistica,fijo,39,2,4,1,43,siento que mis habilidades no se aprovechan,1
42,2423,22,20,rrhh,fijo,51,3,3,4,35,cumplo mis funciones sin mayor inconveniente y me siento muy estresado por la carga laboral,1
49,3517,25,22,logistica,temporal,40,5,1,2,41,estoy orgulloso de lo que hacemos,1
35,2499,9,5,rrhh,fijo,53,4,4,3,5,me siento reconocido por mis esfuerzos,0
35,2152,9,9,ti,fijo,47,2,1,1,14,los recursos para trabajar son insuficientes,1
54,3331,35,15,finanzas,fijo,46,4,4,3,14,estoy satisfecho con las condiciones laborales,0
43,2925,18,12,ti,temporal,43,4,3,1,26,me siento sobrecargado y desmotivado,0
26,1531,3,3,ti,fijo,60,1,2,1,18,mi experiencia es promedio y me siento muy estresado por la carga laboral,1
52,2719,30,17,ventas,fijo,46,2,5,1,1,estoy muy insatisfecho con mi trabajo,0
25,2487,7,1,ti,fijo,59,3,2,1,7,el trabajo cumple con lo esperado y me siento muy estresado por la carga laboral,1
37,2052,14,12,produccion,fijo,36,4,2,1,37,mi equipo y mi jefe me apoyan mucho,1
59,4000,40,36,rrhh,fijo,60,3,3,2,10,hay tareas repetitivas que no disfruto,1
39,1423,14,11,ventas,temporal,60,2,1,4,21,el ambiente de oficina es tenso y me siento muy estresado por la carga laboral,0
36,2119,14,11,produccion,fijo,60,1,5,0,39,"a veces me siento motivado, a veces no y me siento muy estresado por la carga laboral",1
47,2578,22,12,ventas,temporal,37,5,2,3,20,el liderazgo de mi equipo es excelente,1
45,2147,25,24,ventas,fijo,37,5,1,3,38,me siento parte de un buen equipo,0
52,3409,31,12,ventas,fijo,57,2,5,4,18,me siento estancado profesionalmente,1
60,3405,33,18,logistica,fijo,48,4,3,2,13,la cultura de la empresa es positiva,0
28,1897,7,4,ti,fijo,34,2,5,0,49,el ambiente laboral es muy malo,1
48,2224,27,27,produccion,fijo,60,3,4,2,7,"algunas tareas son interesantes, otras no tanto y me siento muy estresado por la carga laboral",0
56,3913,36,10,ventas,temporal,36,4,3,3,5,la empresa valora a sus empleados,1
53,3454,29,15,ventas,temporal,59,2,2,0,45,no me siento valorado en la empresa y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,0
47,1426,23,22,rrhh,fijo,42,2,4,1,31,no me siento valorado en la empresa,0
40,1642,13,13,logistica,fijo,44,5,1,3,22,trabajo en proyectos que me interesan,1
36,2617,18,9,logistica,temporal,43,5,2,2,4,me siento reconocido por mis esfuerzos,0
29,1400,10,1,logistica,fijo,54,1,4,0,38,siento estabilidad en mi trabajo y me siento muy estresado por la carga laboral,0
32,970,11,7,ti,fijo,50,2,3,1,3,los recursos para trabajar son insuficientes ademas considero que el salario es bajo,0
48,1739,23,22,finanzas,fijo,44,2,4,0,10,me siento estancado profesionalmente,1
60,3817,39,39,produccion,temporal,58,4,4,3,1,hay un buen ambiente de colaboracion,0
54,3100,34,20,rrhh,temporal,43,4,2,4,13,me gusta el ambiente laboral,0
54,3720,36,19,finanzas,temporal,42,3,4,4,7,el trabajo es aceptable,0
32,1974,12,7,finanzas,fijo,60,2,5,2,6,hay falta de comunicacion en el equipo,1
46,2205,20,13,logistica,fijo,49,3,2,4,50,mi desarrollo profesional es constante,1
60,3779,38,17,produccion,temporal,60,3,5,2,16,hay un buen ambiente de colaboracion y me siento muy estresado por la carga laboral,0
43,1851,19,14,produccion,temporal,33,3,4,0,44,me esfuerzo por mejorar en mi puesto y siento que no hay crecimiento profesional,1
19,744,1,1,logistica,fijo,51,1,5,1,36,no recibo retroalimentacion suficiente,1
37,2151,10,9,finanzas,fijo,38,4,3,0,21,me esfuerzo por mejorar en mi puesto,0
32,1717,12,5,ti,fijo,43,5,3,2,34,tengo un equilibrio razonable entre trabajo y vida,0
21,698,0,0,logistica,temporal,58,1,4,0,10,mi equipo y mi jefe me apoyan mucho,1
39,2128,14,4,produccion,fijo,46,4,5,0,25,la empresa valora a sus empleados y siento que no hay crecimiento profesional,1
55,3250,35,33,ventas,fijo,30,3,4,3,45,hay cosas buenas y malas,0
40,1684,14,4,ti,temporal,30,4,3,3,43,estoy satisfecho con las condiciones laborales,1
43,2428,20,2,produccion,fijo,33,2,5,0,40,estoy motivado y satisfecho con mis proyectos,0
28,653,0,0,ventas,fijo,60,1,3,0,13,hay falta de comunicacion en el equipo ademas considero que el salario es bajo,1
45,2324,22,22,logistica,temporal,49,4,5,2,9,estoy motivado y satisfecho con mis proyectos,0
19,1000,0,0,produccion,fijo,56,1,2,0,25,mi desarrollo profesional es constante y me siento muy estresado por la carga laboral,1
25,1812,0,0,produccion,fijo,37,4,4,0,24,siento estabilidad en mi trabajo,0
46,1432,21,6,logistica,temporal,59,1,5,0,21,mi jefe no apoya mi desarrollo profesional y me siento muy estresado por la carga laboral,0
28,1262,7,7,ti,temporal,34,3,5,4,36,me siento sobrecargado y desmotivado,1
54,3420,32,29,logistica,fijo,43,5,2,4,14,mi equipo y mi jefe me apoyan mucho,1
35,2564,11,9,ventas,temporal,55,2,1,0,49,el ambiente laboral es muy malo y me siento muy estresado por la carga laboral,1
31,1067,5,2,finanzas,fijo,49,4,2,2,47,trabajo en proyectos que me interesan,0
27,1436,9,8,rrhh,temporal,53,4,5,2,5,mi desarrollo profesional es constante,0
52,2545,34,6,logistica,fijo,52,2,1,3,18,me siento parte de un buen equipo y me siento muy estresado por la carga laboral,1
26,1049,0,0,finanzas,fijo,43,4,3,0,27,mi equipo y mi jefe me apoyan mucho,0
52,2058,33,4,ventas,fijo,51,3,4,2,26,siento que mi esfuerzo no siempre se reconoce,1
28,1626,7,5,logistica,fijo,31,4,1,4,41,disfruto trabajar en esta empresa,0
29,1623,11,0,logistica,temporal,50,2,3,0,34,mi jefe no apoya mi desarrollo profesional,0
20,1577,0,0,rrhh,fijo,58,3,5,0,47,hay cosas buenas y malas y me siento muy estresado por la carga laboral,0
56,2602,30,13,ti,fijo,41,3,1,3,16,mi equipo y mi jefe me apoyan mucho,1
31,1132,11,10,rrhh,fijo,47,3,2,1,24,siento estabilidad en mi trabajo,0
45,3158,26,4,ti,fijo,35,4,4,3,3,hay falta de comunicacion en el equipo,0
28,1702,6,1,ti,fijo,38,2,2,0,8,los recursos para trabajar son insuficientes,1
56,3491,28,13,logistica,temporal,38,2,2,0,35,no hay oportunidades de crecimiento y siento que no hay crecimiento profesional,1
42,2288,21,15,finanzas,temporal,51,2,4,0,20,no recibo retroalimentacion suficiente y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,0
38,2722,17,1,rrhh,temporal,33,4,2,0,36,siento que mi esfuerzo no siempre se reconoce,1
27,1304,2,0,ti,temporal,39,3,5,0,35,cumplo mis funciones sin mayor inconveniente y siento que no hay crecimiento profesional,1
60,4000,39,25,rrhh,fijo,41,2,2,0,3,la cultura de la empresa es positiva,1
32,1009,11,8,ventas,temporal,54,4,5,4,47,mi desarrollo profesional es constante y me siento muy estresado por la carga laboral,0
36,2917,13,3,logistica,fijo,50,3,2,3,43,trabajo en proyectos que me interesan,1
39,2912,21,19,finanzas,fijo,37,3,5,3,5,siento que algunos procesos son confusos,0
38,1356,15,8,ventas,fijo,57,3,1,0,50,"estoy aprendiendo cosas nuevas, pero hay desafios",1
49,3066,26,4,rrhh,fijo,54,3,5,2,37,hay tareas repetitivas que no disfruto y me siento muy estresado por la carga laboral,1
40,1902,18,3,produccion,temporal,50,3,4,3,13,el trabajo cumple con lo esperado,0
30,2585,12,6,rrhh,fijo,51,1,2,1,8,el trabajo es estresante y agotador y me siento muy estresado por la carga laboral,1
22,1275,2,0,ti,fijo,49,3,1,0,34,hay estabilidad pero falta innovacion y siento que no hay crecimiento profesional,1
21,979,0,0,finanzas,fijo,45,2,2,0,10,me siento sobrecargado y desmotivado y siento que no hay crecimiento profesional,1
45,2800,23,4,produccion,fijo,41,4,5,0,20,me gusta el ambiente laboral y siento que no hay crecimiento profesional,0
31,1614,4,2,rrhh,temporal,46,4,2,2,38,siento que crezco profesionalmente,1
25,911,3,1,finanzas,fijo,46,2,3,1,10,"el equipo es bueno, pero la gestion necesita mejorar",1
26,1740,8,7,logistica,fijo,50,2,1,0,17,no me siento valorado en la empresa,1
52,3459,31,30,ti,fijo,48,2,3,1,50,siento que mis habilidades no se aprovechan,0
54,3477,36,26,rrhh,fijo,36,4,2,2,17,estoy motivado y satisfecho con mis proyectos,1
38,2241,17,5,ventas,fijo,58,3,5,1,22,hay cosas buenas y malas,1
35,1450,9,8,logistica,fijo,49,4,1,0,24,siento estabilidad en mi trabajo y siento que no hay crecimiento profesional,0
50,3078,27,21,logistica,fijo,33,2,1,0,27,hay falta de comunicacion en el equipo,1
25,744,6,3,produccion,fijo,49,4,5,3,46,estoy motivado y satisfecho con mis proyectos,1
34,1271,9,1,logistica,fijo,51,3,1,0,18,me siento sobrecargado y desmotivado y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
60,3415,41,10,finanzas,fijo,38,3,5,4,26,no hay oportunidades de crecimiento,1
48,1755,30,18,rrhh,fijo,57,3,3,3,15,"algunas tareas son interesantes, otras no tanto",0
51,3372,33,9,logistica,temporal,41,4,2,3,6,siento estabilidad en mi trabajo,0
23,963,0,0,finanzas,fijo,42,1,1,0,41,me gusta el ambiente laboral ademas considero que el salario es bajo,1
39,2644,15,4,produccion,temporal,38,3,1,3,50,aprecio el apoyo de mis colegas pero no siempre de mi jefe,1
31,1771,4,1,logistica,fijo,58,1,1,1,10,los recursos para trabajar son insuficientes y me siento muy estresado por la carga laboral,1
20,1089,0,0,ventas,fijo,40,3,3,0,4,hay estabilidad pero falta innovacion,1
29,1038,0,0,logistica,fijo,34,4,5,0,27,siento estabilidad en mi trabajo,1
53,2530,30,20,logistica,fijo,58,3,5,3,5,aprecio el apoyo de mis colegas pero no siempre de mi jefe y me siento muy estresado por la carga laboral,0
29,1989,5,2,logistica,fijo,56,3,3,2,20,el trabajo cumple con lo esperado y me siento muy estresado por la carga laboral,0
19,549,0,0,rrhh,temporal,58,1,2,0,39,siento que mi esfuerzo no se reconoce y me siento muy estresado por la carga laboral ademas considero que el salario es bajo,1
19,559,0,0,produccion,temporal,37,3,3,0,40,el trabajo es estresante y agotador ademas considero que el salario es bajo y siento que no hay crecimiento profesional,1
32,1980,7,6,ti,fijo,49,4,1,4,31,disfruto trabajar en esta empresa,1
40,1729,17,9,logistica,fijo,41,5,2,4,11,tengo un equilibrio razonable entre trabajo y vida,1
46,2507,28,5,rrhh,fijo,53,4,4,4,37,estoy satisfecho con mi equipo,1
34,1816,11,7,logistica,temporal,45,3,2,2,10,"a veces me siento motivado, a veces no",0
49,3417,25,0,ti,fijo,39,4,3,0,33,tengo oportunidades limitadas para crecer,0
24,1703,5,3,ventas,fijo,44,4,1,3,33,estoy motivado y satisfecho con mis proyectos,0
47,2784,29,27,ventas,fijo,54,4,2,2,19,estoy motivado y satisfecho con mis proyectos y me siento muy estresado por la carga laboral,0
45,2766,23,9,logistica,fijo,41,3,5,2,34,"no es el mejor trabajo, pero tampoco el peor",0
31,1168,7,6,logistica,fijo,53,2,2,0,38,hay falta de comunicacion en el equipo y siento que no hay crecimiento profesional,1
47,3012,24,14,logistica,fijo,53,4,4,4,27,estoy satisfecho con las condiciones laborales,0
34,2178,16,13,rrhh,fijo,43,3,2,1,43,la empresa tiene potencial de mejora,1
49,2514,30,15,finanzas,fijo,54,3,2,3,35,la carga de trabajo es abrumadora,0
23,1173,0,0,finanzas,fijo,42,2,2,0,18,no hay reconocimiento al esfuerzo,1
41,2334,16,4,finanzas,fijo,45,3,1,0,49,estoy contento con mi trabajo y siento que no hay crecimiento profesional,1
23,1625,0,0,finanzas,fijo,39,2,3,0,3,siento que mi trabajo no tiene impacto,1
44,2783,23,13,logistica,fijo,59,1,1,0,14,no hay reconocimiento al esfuerzo y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,0
35,1870,11,6,produccion,fijo,37,5,2,3,36,"estoy aprendiendo cosas nuevas, pero hay desafios",0
41,1591,20,18,rrhh,fijo,49,2,5,0,35,no hay oportunidades de crecimiento,0
54,3645,35,35,logistica,fijo,43,5,5,2,25,el ambiente laboral es muy malo,0
41,2561,17,17,finanzas,temporal,34,3,5,0,8,"el ambiente es regular, podria mejorar",1
55,3888,36,14,ventas,fijo,55,3,2,4,47,el trabajo cumple con lo esperado,1
51,2849,29,16,rrhh,temporal,35,3,2,4,48,"algunas tareas son interesantes, otras no tanto",0
57,1802,33,32,finanzas,fijo,50,4,4,1,40,trabajo en proyectos que me interesan,0
32,2299,11,7,ti,fijo,38,4,4,4,13,el trabajo es aceptable,1
28,608,1,0,rrhh,fijo,42,3,3,0,46,tengo oportunidades limitadas para crecer y siento que no hay crecimiento profesional,1
39,1792,14,7,finanzas,fijo,58,3,2,3,23,"algunas tareas son interesantes, otras no tanto y me siento muy estresado por la carga laboral",1
41,1630,18,10,produccion,fijo,60,4,2,3,44,el ambiente de oficina es tenso y me siento muy estresado por la carga laboral,0
18,1149,0,0,ti,fijo,42,2,5,0,2,el equilibrio entre trabajo y vida es justo,1
35,1183,8,8,ti,fijo,31,4,4,4,8,no hay reconocimiento al esfuerzo,1
29,1758,3,0,ventas,fijo,51,1,1,0,33,siento que mi esfuerzo no se reconoce,1
60,4000,36,25,logistica,temporal,42,3,4,2,50,hay tareas repetitivas que no disfruto,0
45,2455,21,14,logistica,fijo,55,4,3,4,22,mi equipo y mi jefe me apoyan mucho y me siento muy estresado por la carga laboral,1
57,3686,37,17,finanzas,fijo,31,3,1,2,49,el trabajo es aceptable,1
24,1739,3,3,finanzas,fijo,56,2,5,3,24,el ambiente laboral es muy malo,0
40,1553,14,2,rrhh,temporal,44,2,4,1,17,me siento sobrecargado y desmotivado,1
38,2968,13,5,logistica,fijo,53,2,2,3,29,siento estabilidad en mi trabajo,0
51,3079,27,22,ventas,fijo,53,4,3,4,16,estoy orgulloso de lo que hacemos,0
28,1261,5,2,logistica,fijo,50,4,3,1,8,la cultura de la empresa es positiva,0
39,1158,9,1,ti,fijo,60,1,1,1,3,me siento estancado profesionalmente y me siento muy estresado por la carga laboral,1
59,3254,38,32,produccion,temporal,41,4,1,3,10,estoy contento con mi trabajo,0
52,2671,25,4,logistica,fijo,39,2,3,1,28,hay tareas repetitivas que no disfruto,0
46,1812,20,16,finanzas,fijo,53,2,4,3,30,no me siento valorado en la empresa,0
59,3775,35,0,ti,fijo,50,3,2,0,37,hay un buen ambiente de colaboracion,1
45,2735,22,20,finanzas,fijo,33,3,5,0,20,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0
35,2404,12,2,logistica,fijo,54,1,2,1,46,mi jefe no apoya mi desarrollo profesional y me siento muy estresado por la carga laboral,0
31,2276,12,9,finanzas,temporal,37,4,4,0,3,estoy satisfecho con las condiciones laborales,1
35,2001,12,2,produccion,fijo,33,4,1,0,35,mi equipo y mi jefe me apoyan mucho,1
45,2423,21,10,produccion,fijo,31,3,5,1,50,"a veces me siento motivado, a veces no",1
41,2336,19,2,produccion,fijo,47,3,2,2,3,hay cosas buenas y malas,0
25,1609,7,1,rrhh,fijo,47,2,2,0,35,no recibo retroalimentacion suficiente,0
59,4000,41,2,produccion,temporal,43,2,5,0,24,mi jefe no apoya mi desarrollo profesional,1
25,1052,6,6,logistica,fijo,56,1,3,1,46,no me siento valorado en la empresa y me siento muy estresado por la carga laboral,1
21,1922,0,0,produccion,fijo,57,1,5,0,27,el ambiente laboral es muy malo y me siento muy estresado por la carga laboral,1
44,2626,22,19,logistica,fijo,59,3,2,3,35,hay estabilidad pero falta innovacion y me siento muy estresado por la carga laboral,0
53,2257,30,8,produccion,fijo,58,3,5,0,21,cumplo mis funciones sin mayor inconveniente y me siento muy estresado por la carga laboral,1
22,759,0,0,produccion,temporal,60,1,2,0,46,el ambiente de oficina es tenso y siento que no hay crecimiento profesional,1
50,2756,24,14,ventas,fijo,58,2,4,0,45,el ambiente laboral es muy malo,1
51,3572,28,27,logistica,fijo,39,2,3,0,14,el ambiente de oficina es tenso y siento que no hay crecimiento profesional,0
47,1851,19,1,logistica,fijo,41,3,5,1,20,siento que mi esfuerzo no siempre se reconoce,0
25,1911,5,5,rrhh,temporal,37,2,4,1,10,no tengo motivacion para seguir en este trabajo,1
56,4000,35,4,finanzas,fijo,51,3,4,2,20,siento que mis habilidades no se aprovechan,1
43,2281,25,5,rrhh,temporal,46,2,3,0,40,el ambiente de oficina es tenso y siento que no hay crecimiento profesional,1
54,3273,29,4,rrhh,fijo,41,4,1,0,11,estoy satisfecho con mi equipo y siento que no hay crecimiento profesional,0
51,2892,23,21,rrhh,fijo,58,2,5,2,49,estoy muy insatisfecho con mi trabajo,1
24,1029,4,3,produccion,fijo,55,1,3,1,13,la carga de trabajo es abrumadora,0
57,2707,39,3,rrhh,fijo,49,5,3,2,2,estoy motivado y satisfecho con mis proyectos,0
45,1994,26,23,ventas,fijo,32,3,2,4,19,el ambiente de oficina es tenso,1
56,3514,34,24,finanzas,fijo,39,2,3,0,37,el liderazgo de mi equipo es excelente y siento que no hay crecimiento profesional,0
56,3585,38,25,rrhh,fijo,40,5,3,3,34,hay buenas oportunidades de aprendizaje,0
45,2194,27,22,finanzas,fijo,43,3,5,4,23,mi equipo y mi jefe me apoyan mucho,0
31,2352,9,0,ti,fijo,36,3,3,0,24,disfruto trabajar en esta empresa,1
55,3050,32,20,ti,temporal,55,2,3,3,1,no recibo retroalimentacion suficiente,1
21,1118,3,2,rrhh,fijo,34,4,1,2,10,siento estabilidad en mi trabajo,1
59,2614,39,36,ventas,temporal,30,5,4,4,11,me siento parte de un buen equipo,0
35,1408,11,4,ti,temporal,41,3,5,1,15,tengo oportunidades limitadas para crecer,0
42,2415,23,11,ti,fijo,45,5,1,4,22,hay un buen ambiente de colaboracion,0
24,1801,2,0,ventas,fijo,35,2,5,0,44,mi equipo y mi jefe me apoyan mucho y siento que no hay crecimiento profesional,0
55,3325,34,20,produccion,fijo,49,3,4,4,15,el equilibrio entre trabajo y vida es justo,1
45,3059,25,12,rrhh,fijo,39,5,3,2,50,disfruto trabajar en esta empresa,0
22,708,3,2,logistica,temporal,44,2,3,0,33,los recursos para trabajar son insuficientes ademas considero que el salario es bajo,1
20,1612,0,0,ti,temporal,44,3,2,0,29,"no es el mejor trabajo, pero tampoco el peor y siento que no hay crecimiento profesional",1
48,3626,29,20,ventas,fijo,35,4,4,2,8,siento que crezco profesionalmente,0
59,2313,40,32,ti,fijo,52,3,3,2,22,el trabajo cumple con lo esperado,0
37,1535,12,11,finanzas,temporal,54,2,5,2,3,me siento sobrecargado y desmotivado y me siento muy estresado por la carga laboral,0
36,2206,18,5,ti,temporal,30,4,5,3,42,el liderazgo de mi equipo es excelente,1
28,1743,10,10,logistica,fijo,35,4,2,1,27,siento estabilidad en mi trabajo,1
